DOC_ID,LABEL,REVIEW_TEXT
264,__label1__,"Okay, on my part I would give it 4 stars reasoning being that its lid is not fine with those soft vegetables. However, with carrots, it's just as it has been illustrated in the photos which is what made me purchase it. That is a minor issue and wouldn't be fair not recommending it to anyone and they can be ready to make some salad which is delicious and quite appealing to the eyes"
265,__label1__,"These are real than the screen, like my friend. Exquisite craft and realize the value of the funds is truly wonderful."
266,__label1__,"This is a unique concept compared to a lot of other teething products. There are plenty of really awesome necklaces that are baby safe for chewing and I utilize them a lot- [[ASIN:B00E7OXN22 Pendant Baby Teething Necklace - Non-Toxic Jewelry for Mom, Safe for Babies to Tug, Touch, and Chew! - Buy 1 Get 1 FREE!]]. It's a super convenient way to keep the teething toys with you at all times without worrying about them falling on the floor or getting thrown if you're out shopping etc.<br /><br />What makes this particular piece unique is that from a distance, you'd think it was actually jewelry. It's safe but it's multifaceted obviously so that makes it great for moms like me. Unless you're right on top of me you really can't tell it's beat up at all. It's great to know there's something I don't have to be embarrassed about if I forget to set it aside (we've all been there- puke on shirts...you know ladies) before we go out later or something along those lines."
267,__label1__,Just built my friend a new office computer with this chip and very happy with the build. Chip runs cool and does everything that she needs including graphics editing and excel spreadsheets.
268,__label1__,My dog won't take these. Dogs usually know when there is not good product. Is it really dasuquin in these tablets?
269,__label1__,"I like the unit and once running it does everything expected. However, it does not like to be hurried when first starting. You need to turn it on and leave it alone or it gets locked up. Gets very annoying when trying to watch a new movie. Once started however it works great."
270,__label1__,This pressure oven does a superb job on roasting turkey and chicken. They come out moist and tasty in a short period of time.The feature doesn't work to well though. The rod becomes disconnected when the oven heats up under pressure and of cores it quits turning and even fell out once. If you cook without pressure it stays in place but takes longer and you loose the moistness.
271,__label1__,"Went for the price but no major regrets. The light has to be placed at the right place without too much obstruction/ objects around. Can cover only a small area, around half a tennis court. The cord is also a bit short. All complaints were made by my son, who used it for his indoor party. I on the other hand am very content with it for the purpose that I bought it for."
272,__label1__,I really love this Gold Plated flatware. It is sooo beautiful. I do wish you would see if you can manufacture some matching ice tea spoons. Then the set would be perfect.
273,__label1__,"The design on this is a lot more prominent than I expected. And although it's very thick and sturdy, it's also light as a feather, which is great. I like how it doesn't look like your typical yoga mat bag."
274,__label1__,The quality of this bathrobe does not nearly come close to what was advertised especially considering the high price. I can get one just as thick in any one of the inexpensive chain stores. I just touched the fabric and was very disappointed. Returned it without opening it at all.
275,__label1__,To be honest I was a little dissappointed with this game. I bought it becuase the store had a good deal on it and I decided to give it a shot.  I think this game has some glitches that should have been worked out before release. But I haven't had some of the problems other reviewers here are saying is in the game. If these glitches were worked out I'd give it five stars. I just don't think it's as bad as some people are saying.
276,__label1__,"Had to send the first one back. The release mechanism was defective. No hassle returns policy, ordered the second one, but had to settle for another color...OK, the new one worked fine. Great size."
277,__label1__,This product was weak and barley gave me the extra kick I was looking for to increase workout performance. This product may work well for people that are sensitive to stimulants or new to supplements.
278,__label1__,What I particularly find useful is the topic on app security. The author really did a great job in explaining the engine behind external app authentication using OAuth and S2s high-trusts.
279,__label1__,"When the light turned on, it looks good! Unfortunately, the music does not work!<br />One end of a two-lane, if you do not want the music to a separate, possibly during transport. If you happen I can not give five stars!"
280,__label1__,I was surprised at how big this toy is. The assembly took a little over an hour and the girls were helping as much as they could. They were very excited and have spent a lot of time playing with it with their barbies.
281,__label1__,It's a nice case for the price. It is easy to slip on. It protects the phone by creating about a 2mm gap between the case and the phone. It also has about a 2mm lip over the front to protect the screen if you drop it. But I'm a little disappointed with the color cause it's slightly brighter pink than the picture shows. I was hoping for a peachy pink and it is a little brighter than that.
282,__label1__,"The premise of And Only to Deceive excited me enough to get a copy the very same day I first heard about it. The idea of a reverse love story, a woman falling in love with the man she married only after his death, married with the mystery/suspense, as well as the Victorian setting appealed to me very much.<br /><br />Alexander portrayed the romantic part of the romantic suspense in an elegant and intelligent manner. Through reading his journals, Emily is astounded to discover that the ordinary aristocrat she thought she had married harbored passionate love for her and was far more interesting than she knew. This made me question Emily's intelligence and powers of observation, though. Was she so self-absorbed that she didn't take the time to get to know the man she was going to spend the rest of her life with? The more she finds out about Phillip, the more regret grows until Emily falls in love with her dead husband and begins to truly mourn him. Rather than letting her heroine lionize Philip, without question, Alexander then begins to poke holes in his character and Emily's idolatry of him. In keeping with Emily's newfound interest in Greek antiquities and Greek literature, there is a long-running discourse throughout the book regarding who is the better hero, Achilles or Hector. Alexander uses this discourse in subtle comparison to Emily's love for her dead husband - the man she never knew and built up in her mind as an incomparable demi-god (like Achilles) with her flawed (but alive) suitors (like Hector, a human who dares battle Achilles, protected by the gods, to protect his kingdom).<br /><br />I liked Alexander's exploration of Emily's liminal role in Victorian society as a widow, neither mother or wife or virgin bride-to-be. She comes to the realization that without a husband, yet with his fortune, she is basically a free woman, able to do as she pleases within or even out of society.<br /><br />Emily's character, however, made no emotional connection with me. Other than being very beautiful, so much so that her dead husband's secret nickname for her was Kallista (the most beautiful) and being an avid reader, she was not very interesting. I could not see why sophisticated Philip fell in love with her; however, Alexander shows that perhaps, like Emily falling in love with the dead Philip, Philip also fell in love with a figment of his own romantic imagination. He didn't know her, but chose her for her beauty, as Paris chose Helen for hers.<br /><br />Emily develops, however, throughout the course of the story. Initially inspired by her husband's interests, she develops interests of her own: Greek antiquities, learning ancient Greek, the epic poems. She also explores her newfound freedom as an independent woman of means.<br /><br />""Dissatisfied, I put down the book, irritated that Philip was not there. I desperately wanted the chance to argue about these things with him. As I sat there, I slowly began to realize that my own opinions were quite different from those of my husband. Until then I had attributed all my interest in classical antiquity to Phillip and had assumed that his own studies would serve as an adequate guide for mine. I no longer felt driven to study as a way to know Phillip. I wanted to study because I loved the poetry, because the beauty of Greek sculpture moved me...""<br /><br />The suspense part of the novel was lackluster and slow-moving. While I liked the discussion of Greek antiquities and details of the Impressionist art movement, I was never gripped with the fervent need to get to the bottom of whodonit. The sequels sound like they're set in some amazing locales; however, I don't believe I will be continuing this series."
283,__label1__,"I think this product works as described but it lasts not very long at all, maybe a couple hours of increased focus and alertness but that is it.  For the price I would expect this to last all day or at least most of the day. At this rate I would need to reorder a new bottle every 2 1/2 weeks.  I'm sorry but I can't afford to do that."
284,__label1__,"This is a toy not a medical product. It stopped working in just 1 day, the silly trumpets don't sound anymore. I'll just count it as money in trash. It's an absolutely useless product. No wonder it's priced at 30 bucks."
285,__label1__,Good enough for the outdoors if it was right in front of you.  You hear the mosquitoes get zapped.  its disgusting cleaning it though.  I guess you could always get  a new one.
286,__label1__,"The lack of physical activity caused me to have cellulites on both my thighs and legs, I've done lots of exercise to get rid of them but none of them worked. I had told by a friend of mine that cellulite cream with retinol and caffeine will work and so I ordered this product, two weeks after using it on a regular basis and I have seen a significant improvement. This product is what I'm looking for!"
287,__label1__,"good price, quality is okay, but for the price is good enough,will buy few more as gift for my friends"
288,__label1__,This is exactly what I was looking for. Prevented my phone from breaking after couple of drops also.
289,__label1__,I don't know why but after seeing the images and reading this I felt like I wanted to hurl really bad. It was especially annoying since I just ate some excellent sushi and I was not about to waste a good salmon roll.
290,__label1__,"This is definitely worth the minimal time and effort. Just one pill a half hour before your meals and boom. You're losing weight and feeling better inside and out every day. At least thats the hope. For me it worked, I actually have a friend who bought them at the same time as me who hasnt had the results Ive had.. Not sure the deal but I can't be happier with what's happening with me."
291,__label1__,"We needed a second one (I have twin boys and they could share one when they were really young, but not anymore) and this one is a great buy for the money. All the features of Pack n Play - easy set-up, etc. for under my budget. You can hardly find one second-hand for that amount."
292,__label1__,"This bracelet is gorgeous, but I found it so uncomfortable. I don't have large wrists, but my wrist bones do kind of stick out. No matter were I placed the cuff, it was hitting my wrist bones. I had to return it."
293,__label1__,I absolutely love this movie!  In my opinion it is the best western movie out there.  Val Kilmer and Kurt Russell are great actors. This movie is going to get watched over and over and over.  haha
294,__label1__,"I feel some stinging in my teeth every time I use this product. And I know it really works though, because I’ve seen my teeth get a lot whiter. Overall I’m happy with this, and have no major complaints."
295,__label1__,"I use this product to steam clean our curtains, my daughter's stuffed animals/throw pillows when I can't or don't have time to wash them. Easy to use. It's easy enough to use but it tends to get a little heavy when doing larger jobs but that would be the case with any appliance."
296,__label1__,"Once again, dealing with them was a pleasure. It is a handsome and functional wallet, well made from high-quality materials. I expect it to give years of good service."
297,__label1__,"Perhaps it's because I'm surrounded with a dense miasma of collective pop culture references all day, but I found The Goldfinch quite captivating. It's good to suspend the more intense inclinations of the mind and simply allow it to be submerged in the story. On the other hand, I can understand the disappointment that some might feel if they think that the quality did not meet their expectations."
298,__label1__,Really like these candles. Gave 2 for gifts and kept one for myself. Elegant looking and works great. Enjoying the timer option and fact that I can put in a location you would never be able to put a real candle. Put inside TV stand and adds to decor.
299,__label1__,"The instruction page very easy to follow and understand. The fact this is waterproof is a major plus, as we do get rain and showers during the months my vegetable garden is planted and grown. I am just really happy that the squirrels and skunks don't beat me to my garden grown vegetables, and I would highly recommend this item."
300,__label1__,I never thought I would ever pay as much as $20 for a travel mug. But I really got tired of making coffee in the morning and having it be lukewarm by the time I got to work. This mug is the perfect solution. Overall a well-made product that I hope to enjoy for a long time.
301,__label1__,"The display is large enough to read from across the room, even in daylight. So far it is very accurate and is happy it has a built in battery for backup, as we sometimes get momentary power hits."
302,__label1__,"I decided to spend a few extra bucks for the peace of mind of knowing this thing was going to work without hassle. Once again, ASUS didn't let me down. Put in my i7-3770k and everything started up with no problems."
303,__label1__,I have wanted this watch for a long time now and finally made my purchase. I didn't like that you can't really see the LED outside in sunlight. It's OK when's the sun goes down or if you're in a nightclub. I won't return it because of the cheap price and it makes a good conversational piece.
304,__label1__,Nice watch for my friend's kid. I received it on time and in an excellent condition. Kids like it. I would recommend this as a good item to gift someone especially kids.
305,__label1__,"i like how minimalist this stand is, it doesnt take up much space and it looks very classy as well. One thing i hate about it though is that its difficult to adjust the inclination, its because the stand its self doesnt hold especially when you have a glass table."
306,__label1__,This is actually comfortable and not at all like my last helmet which was incredibly distracting whenever my husband and I would go out cycling.
307,__label1__,The unit worked fine initially. However from day 2 on the signal drops every 20 minutes. I have to power cycle either the transmitter or receiver to get the units synced up again.
308,__label1__,"This is my second Brita pitcher. The second time around I decided to go big and it is working out ok. The problem with this company is that they seem incapable of producing a lid that fits correctly. You have to hold it in place when pouring (it doesn't fit snugly; one end always sticks up). Same thing occurred with first one I owned. And yes, they were that way right out of the package. Quality control is sorely lacking at Brita. But for the price, the filter does its job so it's an acceptable product and I will keep it."
309,__label1__,"Delicious candies, it comes very well packed, so the taste of each kind of candy was good. My only complaint is that after I purchased them, I found the same package for a better price by several dollars."
310,__label1__,I love the Yoda design but not the functionality of this bottle. But was disappointed because it leaked after several use.
311,__label1__,"I was looking this with first interest buy this ... I can not buy this because I do not trust it. Please check the pictures, and the company website. This is not for Sprint Samsung GalaxyS3 4200mAh is not showing there. From where is this information?"
312,__label1__,"This brush isn't bad for getting through tangles, although it does stick a little when you have thicker hair. When wet, it seems to be more difficult to use. All around, the brushes are pretty decent for use on your hair."
313,__label1__,"I like this product. I am in my mid twenties and really do not have any wrinkles, but I noticed that this does perk my eyes up a little and it is a great preventative for wrinkles. I trust the OZ Naturals brand!"
314,__label1__,PLEASE NOTE - THIS IS NOT A CYBERPOWER RB1280X2D REPLACEMENT BATTERY. USE OF THIS PRODUCT MAY NEGATIVELY AFFECT PRODUCT PERFORMANCE AND MANUFACTURER WARRANTY.
315,__label1__,"love this dslr, it fits my EF & EFS line of lenses.. The versatile lens helps a lot for low and high angle shots.. less heavy compared with the 7D.."
316,__label1__,"I'm enjoying swimming more often now compared before, i hate latex and I'll never wear one again. Silicone is the thing because it's comfortable to use, doesn't wear out easily and it's cheaper. This cap is durable and very good at keep my hair dry, I love the style as well and the toughness of the silicone. I'll be recommending it to my friends!"
317,__label1__,I carry it around with me and jot down every idea that pops into my mind whenever something comes in that I dont want to forget. Ive been able to start two small (grass roots) businesses that have come up from nothing with all ideas written down in this notebook. Thanks!
318,__label1__,Definitely does the trick I have a few friend who swear by this stuff. I'm not a big fan of the taste though
319,__label1__,"If you are going to use it for playing Counter Strike Global Offensive, like me, you can just go ahead and buy this right now!"
320,__label1__,"This is an awesome baby monitor IF you keep it plugged in constantly, it doesn't last very long off the charger and if you shut it off the monitor, you may as well just plug it in cuz if you turn it back on, it's dead. But sound quality and everything is wonderful."
321,__label1__,"I use the Pro-A Serum every other day. I apply  about a dime sized amount to my face and neck after completely washing and drying my face. It has no smell at all. It is a thicker serum, almost gel like. It absorbs well into my face and doesn't leave me feeling oily. I love the results I am getting from the Pro-A serum. My skin is tighter and more firm. It feels softer and more moisturized then it has in a long time. My lines and wrinkles are going away, and I just feel younger, knowing that my face looks better."
322,__label1__,"I had high hopes when I saw that this one was of the bestselling solar panels here. I read most of the reviews here, and decided to purchase one for my house. Once they arrived, I managed to install them and for the first day I didn't had any problem - only thing was that I noticed that panels were of low quality and fragile. Second day the charge controller broke for no apparent reason, I just saw it broken and since I couldn't fix it myself -I called support - which, by the way, was not helpful. I returned the panels and asked for a refund, because they didn't wrote in the description how fragile these were :/.<br /><br />I listened to my friend's advice, who's a solar repairman, and I bought, like he did, a Suntastic Charger ( http://amzn.to/1Ad27Vf ) which I received 4 days ago. It's strange how I never experienced any problem with these - the material was good and firm - and charger was much more practical than of the Renogy."
323,__label1__,i love this product . bec i love to video something that is hidden and this product works perfectly for me but i hope i could video more. and have a higher memory . :)
324,__label1__,I used it once.It is not 100% pure and a good quality as they said.It contains mostly water and alcohol.
325,__label1__,These are all over my house. They work for any size room and are completely mess free. Great price for a quality product.
326,__label1__,its a beard growther! little bit confused but found that is cool to use . Thinking to take this one for me.
327,__label1__,"I used this with no problem, issues, didn't drop it, etc the day before then went to use it yesterday and it will not turn on. It just literally died. They said they have no warranty. So after only 6 months of very infrequent use, just died. Would not buy again without a warranty from a company that offered one."
328,__label1__,"I wouldn't recommend this baby seat to anyone who wants a safety to his kid. Once I got it, I put it into my car, because I had to drive my kid to the kindergarten, and once I arrived, the buckle just stuck - for no apparent reason. After a 3 minute fight I managed to free my kid from a seat and it was a disappointing experience. It happened 4-5 times after, so in the end I called support and asked them for help. They didn't had concrete solution, so I returned the item and got a refund.<br /><br />Nevertheless, I bought 65LX Seat ( http://amzn.to/1xthVzA ), because a colleague who had a 6 yr old kid said he bought it too and never had any problem with it. Once I got it - a week ago - I never had any problems with buckles, and since it had positive reviews here I wondered why I didn't purchase it prior to this one."
329,__label1__,"Each luggage is perfect for everyone in my family. It is big enough and everything we need can fit on it. It is perfect for everyday get-outs or out-of-town trips. The only thing that I don't like about it is the wheels because they don't seem to be durable. I have this for 2 months already but I still don't trust the wheels. They look as if they will be broken for some time. But aside from that, everything is good already."
330,__label1__,They went out of stock in the stores nearby over night. Getting it online is the best thing to do if you don't mind waiting a little. Perfect combination of product and price too...my grandson is going to go ballistic!
331,__label1__,"I am a massage therapist and I use almond oil at my job on a daily basis. The oil really helps soothe the skin, especially when you're working with clients who are exposed to the elements a lot. I find it provides the client with a better experience overall, especially working on their backs. My ultimate forumla is to use almond oil on fair areas and jojoba oil on the rougher areas like hands, elbows, or feet. Jojoba oil is awesome- [[ASIN:B00AJFV8L6 NOW Foods Sweet Almond Oil - 16 oz. + FREE Desert Essence Pure Jojoba Oil -- 4 fl oz]]. It really helps soften the skin in those extra hard places.<br /><br />I use the stuff at home too. One dab of each oil in the morning give my hands a soft feeling throughout the day whether I'm working or not. It's great on faces and for some clients, they've told me they use it in their hair as well. The stuff is great, non-greasy, and quick to use!"
332,__label1__,I just love how this makes my skin feel and how it feels around my eyes .I don't have lines at all but there's nothing wrong with trying new products .
333,__label1__,"This is a very nice shower curtain rod. The color is a nice dark brown color. The only issue that I would caution is that the finish is painted on, and does scratch if you are not careful with your hooks/slides."
334,__label1__,"I lost only 4 lbs in a month with this caralluma, I will be switching back to garcinia cambogia, garcinia seems to work better for me."
335,__label1__,"This peel is like a facial in a bottle. It is effective yet gentle. Very easy to use and gives great results. My face has a wonderful glow immediately after using this peel. A little goes a long way, too. An excellent in home peel!"
336,__label1__,"This is a good product. I have been using it exclusively for 6 months or so and saw some solid weight loss. (3-4lbs a month) I have since switched over to a product called LipoPhen which seems to work much better, and I am now seeing 7-8lbs of fat loss per month. If you are a looking for a really intense fat burner/appetite suppressant, I would check out LipoPhen [[ASIN:B00I8ULAD0 LipoPhen - Advanced Weight Loss Supplement]] or LipoDream [[ASIN:B00I8US55G LipoDream - Non-Stimulant Advanced Weight Loss Supplement and Sleep Aid]]."
337,__label1__,I'm really enjoying having a smaller hand held cheese grater. It's much easier to clean and use then my older stand up grater. I use this to grate cheese right on top of homemade pizza and salads instead of having to use the larger grater and a bowl or a plate. I also love that it is dishwasher safe and comes with a storage pouch so I don't cut my hands on it when it's in my utensil drawer.
338,__label1__,"Good quality USB cable, such as a color change indication can tell at a glance if the full load management, but also a very reasonable price, I will have a time when they do so."
339,__label1__,fairly acceptable. shaves but not as close as i'd hoped for no matter how many times i go over the area.
340,__label1__,too small! i'm only using it for my face but i hate the idea that it is too small. it doesnt smell anything bad and i actually like the feeling of it. after 3 usage with me and my wife it change texture rather quickly. i also bought another one (circular charcoal) and it degenerates rather quickly.
341,__label1__,I really enjoy using camera and the convenience of the strap for hands free. Met all my expectations and then some. Has all the features I was looking for and at a price I could afford.
342,__label1__,"Used the serum for a month and like it a lot so decided to try the eye cream too. Like how you can save a few dollars by buying the set. The serum goes on silky smooth, absorbs well and not greasy. Leaves my skin feeling hydrated and moisturized all day long. Can notice an improvement in the wrinkles too. The eye cream is very nice too. Soft and absorbs nicely into my skin. Skin around my eye area looks brighter and less wrinkly. Going to buy again."
343,__label1__,There is nothing fancy about these envelopes. They are very basic but that is all that you'll need. They have the right format for most letters and are not that expensive.
344,__label1__,"Good Product. Deep Inside, Nice & Stylish Outside!!. amazon Delivery is also very Quick. Good product @ decent Price"
345,__label1__,"This lasted a bit longer than the crackle bone I think simply because it is round.  It is made form light weight plastic and very easy to eat.  My girl and 11 month old puppy was able to eat this in under 10 minutes.  I was hoping it was harder plastic like the normal kong toys but not so.  If you have a chewer - don't waste the money.<br /><br />If your pup doesn't chew and just plays then I would say go for it.  But, if they are a chewer - they will eat it in short order."
346,__label1__,"The powder certainly smelled sweet and vanilla-like but I wouldn't describe it as a vanilla milkshake.  The fake sugar taste was really really apparent so possibly the plain variety would be better.  Although the company was really nice to send me a sample, I was disappointed and wouldn't order this."
347,__label1__,These heads do not vibrate any where near as strong as the original Philips Sonicare heads.  Not worth the savings as I had to go buy a brand name repalcement from Walmart after trying these.
348,__label1__,"The build of the bottle as a whole  is pretty solid. However, there were a few places, specifically the juicer parts where flash plastic got in the way of using the product. The build is solid and it feels good in the hand!"
349,__label1__,"This piece of junk stopped spinning exactly in the middle of me starting to smile. I mean, whoa, did this thing really just stop working just as I was enjoying the breeze? That's just rude man."
350,__label1__,"I enjoyed this towel holder, especially good for the design if your in to it like I am, it doesn't hold the really heavy towels but does the job."
351,__label1__,Love the softness of these sheets. They are so comfortable. These are a great buy for yourself or as a gift.
352,__label1__,Fantastic price for such a lovely artificial tree. This makes a great addition the ones already in my house. This tree is my new favorite!
353,__label1__,"The cooking surface is very small and the cleaning is next to impossible. If you don't attempt to clean it while its hot, you may as well throw it away. There is no temperature setting either so it cooks everything fast or it will leave burn marks on your food. I so wanted to like this product because I wanted to eat healthier but this product doesn't live up to expectations."
354,__label1__,"I have been using other expensive brands but came across this brand while shopping on Amazon, wish I had not made that huge mistake for falling for the reviews & cheap price. Within few minutes of applying this on my face my whole face broke out I mean major break out & my face turned all red and hot it's been a week now and I can still see patches of red dry skin on my face and forehead. I am absolutely positive that this is not pure argan oil , it is either mixed with sunflower oil or cut with other cheap mineral oils, I have never had this bad experience before with pure argan oil and I have been using argan oil for 2+ years now, the only time my skin would have a reaction or break out is if anything had either sesame oil or coconut oil in it or when the products contained mineral oils. We also noticed that this oil very thin compared to other expensive brands and my husband is researching this product and is trying to find a local lab so we can send this bottle to be tested to see what all stuff this oil contains."
355,__label1__,"The quality of this set of crochet hooks does not compare to previous purchases of individual hooks. I purchase an I-9 crochet hook from a crafts store pre-2000 and the quality was great. These are acceptable, but not the same. Still usable though."
356,__label1__,"Very good performance,clarity is very good,there is five year warranty but there is no warranty card pls send."
357,__label1__,"I love Omega 3 supplement but the fish aftertaste is why I stop taking them.  When I saw that these didn't have a fish after taste I was excited until I discovered it did.  It is a mild after taste, not as bad as most I have tried before.  I would recommend these if you can handle the after taste."
358,__label1__,"But this is just far too narrow. It's recommended that one should lie diagonally on a Mayan hammock but this isn't possible with this hammock. I will be returning this and then buying a ""family"" size hammock for $49 from another firm."
359,__label1__,We just bought this watch for one of my sons birthday gifts and he LOVES it. I am incredibly happy with the quality and this definitely gains the cool points with him. My husband also has this watch and wears it on weekends and it's been going strong and taking the beating of my outdoors man for a couple years now.
360,__label1__,"I've really enjoyed using this treatment from the moment it was delivered. Easy to apply, smells really nice, doesn't leave my hair feeling heavy or slimy despite the oils in it—in general, this treatment turned out to be perfect for me. It takes effect on hair regrowth after a while, but I like it so much I barely noticed the weeks fly by."
361,__label1__,"While the personal groomer works, the shaky construction quality doesn't inspire confidence. Also the brow shaper lacks a plastic guide - good luck shaving your eyebrows freehand without looking like an electrical shock victim."
362,__label1__,When I received product the top shelf was shattered in a million pieces.however customer service was great and is sending me a new shelf. The others I have don't sound very well I hope they hold up! I haven't even attempted to put together yet as I need the top shelf. Hope it's as decent as these reviews bc right now I'm not convinced.
363,__label1__,I bought this hoping i would get a day out of my battery or that maybe I could use it as a swap battery on long trips. Unfortunately the clips on the case broke on the first use. I was careful placing it in but the materials used for the case seem really cheap. I don't know about the battery yet but it won't be very useful without a case that stays on the phone.
364,__label1__,I originally bought this hairband for my daughter but when it arrived on my mail and opened. I like it and tried it myself and was happy putting it on my hair so I guess I will order more of this for myself. One for my daughter and one for myself.
365,__label1__,Installed it easily on my phone 6 days ago. It doesn't need a manual to put into the phone and looks appealing. I am not sure about hard drops at this stage but seems to work very well with soft drops on the TV stand and bedside stool. Nice one..
366,__label1__,"I wanted to love this supplement because it was organic, but apparently it is not what it used to be. I read another very informative review that stated that they changed the formula. What a shame!!!!"
367,__label1__,"It is a good value for a small low cost TV. The picture quality is best on the strongest cable channels. The colors are not vibrant on some digital cable channels. The sound quality is the weakest link. I'm hopping that once I connect runs it through the amplifier and sounds system, that the streaming video and separate sound system and speakers will make it a higher quality and more watch able part of our bedroom system."
368,__label1__,"A solid effort. Obviously with all of the books like this one, the effort you put in understanding it and how much you work on implementing what you've learned is determining how successful you are gonna be after you're done with it."
369,__label1__,"I have been looking for an inexpensive, high quality duvet insert for a few months. I almost gave up and bought one! I found this insert on my weekly trip to store! It is so light while still keeping you warm!"
370,__label1__,"Words can't describe how much I love this coffee maker. I will gladly pay the extra couple of dollars for k-cups (over bagged coffee) for the convenience and ease of this machine. It makes delicious hot coffee in 30 seconds. You can leave the coffee pod empty and it makes a hot cup of water for tea. I've also used this product to warm up baby bottles instead of boiling water. I've used my keurig at least 3 times a day for over 2 years and haven't had one problem yet. The price is high for a coffee maker, but it literally last forever. I highly recommend this product."
371,__label1__,The thermometer itself is fine but it can get really hot to the touch if you leave it close to heat for too long.
372,__label1__,nice just awesome......... jud amizing......... past is nice it must be crezy.  an i dont know what is that... but awesoem
373,__label1__,very unstrudy and not worth the money. It broke the second time I used it while trying to put it together.
374,__label1__,"a mix up in the positive/negative wiring. There is a small removable panel on the back of the solar panel and the charge controller, both easily accessible and requiring no tools, where one can simply verify that the wires are consistently connected from the positive terminal solar panel to the positive terminal controller to the positive terminal device being charged."
375,__label1__,"These brushes are too soft and very soon after your first usage you will see some of the bristles coming out. This is not worth the purchase, not falling for any generic product again."
376,__label1__,Galore for women is very nice indeed. I have been wearing this for years and recieve many compliments when I wear this. I just found the Original Monteil Body Lotions for this wonderful fragrance at www.Thefragrancefactory.com<br />They are a reputable site you can read about them in the Seattle Times at http://community.seattletimes.nwsource.com/archive/?date=19991125&slug=2997567
377,__label1__,"This facial brush was great the first few months. I was very happy with it. Then every once in awhile during use it would shut off. Now when I use it, it is on for about 3 seconds, then shuts itself off and from then on it's constantly shutting itself off and I have to turn it on, again and again and again."
378,__label1__,"just bought this and wasn't expecting too much. I wanted to have laughter skin but I am not expecting to get it from this lotion, i just like the smell of this and the skin benefits. I don't know if I already got a noticeable lighter skin with this lotion, I don't notice much because I am not so focused on checking skin changes. But overall, this is really a good lotion."
379,__label1__,"I found that this eye cream irritated my eyes slightly. I think it's because it's currently winter where I live, and the climate is very cold and dry, making my eyes extra sensitive and my skin much dryer that normal. I think that caffeine in this product irritated my already sensitive eyes a bit. I normally don't have any issues with Passport to Organics products, and I have found the Zinc Eye Cream to be wonderful and very moisturizing for the winter. I look forward to giving Caffeine Eye Cream another try in the summer when my eyes are less sensitive!"
380,__label1__,"The instructions were ok, but I was lucky it went together correctly since the instructions do not label back and front of pieces. The multiple screws and parts are not labeled on the packages which also is a problem.<br /><br />Once it came together it looked great. One draw was damaged and they are sending a replacement."
381,__label1__,Needed this for a project and now the project has been scrapped because this did not perform as I needed it to. What a waste of time.
382,__label1__,I always cook spaghetti.<br />This grater works the best on grating the cheese that I place on top of spaghetti.<br />The cheese are grated just right!<br />It is also easy to clean!
383,__label1__,"As I was putting this together, I found areas where the laminate was coming off, the pressed board underneath it was falling apart and the screws were too small for the holes given."
384,__label1__,"Have to get used to since eggs are thicker than regular frying, but they look pretty and doesn't look scrambled."
385,__label1__,"Pillows were bought for me and my husband. Had to buy for grand-daughter and mother as well, so they would leave ours alone."
386,__label1__,"My wife bought this for the celebration of my birthday party. The guests really enjoyed it while having a conversation with each other. After the party is over, it's cleaning time! The dishwasher helped burden our task. This is a must-have for every party!"
387,__label1__,"It made me scared to even try it.  Label was half torn off and syrup leaking every where.  Label looks like the picture like someone printed it off their printer at home, barely stuck it on a bottle and sent it out."
388,__label1__,The new spigen nexus 5 ultra hybrid case is a nice durable case. I like how I can change up the design of the case whenever I want. It's super easy too. The case is not too flimsy. I took off one star became I feel like the back plastic can easily get scratched. But we'll see about that. I've only had for two days so we'll see.
389,__label1__,Very interesting material but not a book that really grabbed me. Perhaps its because its not the usual kind of book I read.
390,__label1__,This is the great product.Its collar is really awesome. It is made of high quality of materials with great price. So really I loved it. The case is also dirt and shockproof.So I am confident that my iPad is more protected now. A very fantastic all-in-one case that I recommend to everyone.
391,__label1__,"the item is very poor i used it twice it has no effect at all its simply useless ,and the other thing i need a spray as its mentioned .....but it was not a spray its a liquid gel and its"
392,__label1__,"I was somewhat disappointed. The bag was not as thick or as padded as I would have liked. It serves the purpose, but lacks some useful features. More padding and more pockets or dividers would have been appreciated. Still, it is a good price and gets the job done."
393,__label1__,"I'm not sure these do much. I'm pretty sure they don't hurt anything, and it's possible my appetite was suppressed a little bit, but did not notice much of a difference in energy or weight loss. Might be better combined with other supplements for best results."
394,__label1__,Excellent quality and versatile product. You don't have to think twice about it. More vibrant in person.
395,__label1__,I really like the look of this box. My apartment is really small and I am looking for a neat way to keep things under my bed so that it stays out of the way and I can retrieve it when necessary. My concern is that I am not sure how tall this box is and I only have about 5 inches under my bed. I don't know why this product doesn't mention the height...
396,__label1__,"Nice wood blocks, but smaller than I thought they would be. My Son loves to stack & build with them tho."
397,__label1__,"The scent is amazing if you use just the right amount. The only problem is that for it to last all day when I'm at work I have to really spray a lot of it on and it's too much for a couple of hours but after I get to work the scent will taper off.<br /><br />I work in an office environment and the first day I wore it like 100 people asked me about it which is nice, but I could tell it was strong. I guess other brands are kind of the same but I think this one is like that because of the way its made and the scent even though it is amazing!"
398,__label1__,Worth the extra few bucks because it's really good quality. The cutouts are neat and the case fits the S4 well. I only wish it came with a screen protector.
